책장명,도서분류,책제목,작가,출판사,상세내용
1번 책장,만화,일하지 않는 두 사람. 5,요시다 사토루,대원씨아이,『일하지 않는 두 사람』제5권. 추리닝 차림으로 뒹굴거리는 마모루와 하루코 바보 남매. 이런 두 사람의 집에 자주 놀러오게 된 회사원 쿠라키 씨. 마모루의 친구인 마루야마와 함께 넷이서...
1번 책장,만화,월간순정 노자키 군. 9,츠바키 이즈미,학산문화사,Izumi Tsubaki의 『월간순정 노자키 군』 제9권. 사랑에는 문외한인 만화 바보들 무뚝뚝한 남자의 도전과 사랑에 빠진 소녀의 대담한 발언. 사랑에 빠진 소녀 「사쿠라 치요」가 「노자키...
1번 책장,만화,사카모토입니다만. 4(완결),사노 나미,대원씨아이,"사노 나미 만화 『사카모토입니다만』제4권. 어느 평범한 고등학교에 입학 때부터 주목을 받은 남학생이 있었다. 그의 이름은 ‘사카모토’. 아름다운 외모와 초연한 태도, 행동 하나하나..."
1번 책장,만화,건어물 여동생 우마루짱. 12(완결),산카쿠헤드,학산문화사,"밖에서는 누구나 선망의 눈길로 바라보는 ‘완벽 여동생’, 집에서는 빈둥빈둥~ 거리는 ‘건어물 여동생’으로 여전한 일상을 보내는 우마루. 친구나 히카리 등의 관계도 더욱 깊어가는 가운데, 온라인 게임에서 새로운 만남이 생기는데?! 또 지금까지 알려지지 않았던 에비나와의 첫 만남도 그려진다?!"
1번 책장,만화,마기. 37(완결),Shinobu Ohtaka,대원씨아이,"‘세계를 루프로 돌려놓는 마법’에 의해 멸망으로 나아가는 가운데, 알라딘과 알리바바 일행은 운명에 저항한다. 성궁에선 다비드와 신드바드가 격투. 절망과 희망이 뒤엉킨 상태로, 이야기는 종결을 향해 나아간다! 그들의 미래에 기다리고 있는 것은 온갖 상상을 뛰어넘어…?! 창세의 마법사와 그를 둘러싼 이들의 궁극의 마도 모험담, 당당히 완결되는 제37권!"
1번 책장,만화,내가 인기 있어서 어쩌자는 거야. 13,,학산문화사,"준코의 『내가 인기 있어서 어쩌 자는거야』 제13권. 마침내 교제를 시작한 카에와 무츠미. 러브러브한 나날을 보내는 카에에게, 굉장히 좋아하는 애니메이션 『미라사가』의 속편 결정과..."
1번 책장,만화,스타워즈 깨어난 포스 - 비주얼 딕셔너리,파블로 히댈고,문학수첩(주),"《스타워즈 깨어난 포스: 비주얼 딕셔너리》는 [스타워즈: 깨어난 포스]에 등장한 인물과 장소, 우주선, 드로이드에 대한 내용을 담고 있는 책이다. 두 페이지마다 인물과 마을, 드로이드 등..."
1번 책장,만화,아이언맨 매뉴얼,대니얼 월리스,도서출판비채,"아이언맨 마니아의 ‘덕심’을 자극할 단 한 권의 책! 초능력도 없고, 외계인도 아니지만 직접 만든 ‘슈트’로 세계평화를 수호하는 남자! 빨간 갑옷 사나이를 사랑하는 마니아들에게 더..."
1번 책장,만화,엑스맨: 다크 피닉스 사가,크리스 클레어몬트,시공사,"크리스 클레어몬트 그래픽노블 『엑스맨』 ‘다크 피닉스 사가’편. 지구 최강의 텔레파시 능력을 가진 뮤턴트, 찰스 자비에르를 중심으로 모인 이 놀라운 힘의 소유자들은 대우주로 그 무대..."
1번 책장,만화,어메이징 스파이더맨 Vol. 2: 스파이더버스의 전주곡,댄 슬롯,시공사,스파이더버스의 위기! 탈출구를 찾는 슈피리어 스파이더맨! 『어메이징 스파이더맨』제2권《스파이더버스의 전주곡》. 이 작품은 ‘올 뉴 마블 나우!’ 시대의 새로운 스파이더맨 이야기...
1번 책장,만화,배트맨. 1: 올빼미 법정,스콧 스나이더,세미콜론,『(뉴 52) 배트맨. 1: 올빼미 법정』은 배트맨은 고담 시의 올빼미 법정에 관한 이야기를 알고 있다. 그림자 속에서 회합을 가지며 올빼미를 상징으로 사용하는 이 강력한 비밀 집단이 고담...
1번 책장,만화,토르: 천둥의 시대,,시공사,"[토르 : 천둥의 시대]어느 날 서리거인들의 공격으로 아스가르드의 성벽이 무너지는데, 한 석공이 무지개다리를 건너 성문 앞에 나타나 성벽을 고칠 수 있다고 말한다. 오딘은 그가 6..."
1번 책장,만화,어벤저스 디스어셈블드,브라이언 마이클 벤디스,시공사,"세계 최강의 슈퍼히어로팀 어벤저스 대원들이 통제 불능의 상태에 빠진다. 죽은 줄 알았던 잭 하트가 살아 돌아와 본부를 폭파하고, 스콧 랭은 폭발에 휩쓸려 증발해 버린다. 안드로이드..."
1번 책장,만화,브이 포 벤데타,앨런 무어,시공사,기억하라 11월 다섯 번째 날을... 그래픽 노블 역사에 길이 남을『브이 포 벤데타』. 자유와 독자성을 잃은 미래 전체주의를 사실적으로 그려냈다. 두렵고도 파괴적인 내용을 명확함과 세련...
1번 책장,만화,캡틴 아메리카: 적색의 공포 Vol. 2,에드 브루베이커,시공사,레드 스컬이 사망한 것으로 알려진 직후부터 캡틴 아메리카의 일상은 롤러코스터처럼 요동친다. 2차 대전 당시 모습을 감추었던 파트너 버키의 갑작스런 등장을 시작으로 미국 본토를 위협...
1번 책장,만화,헐크: 플래닛 헐크,그렉 박,시공사,전혀 새로운 헐크의 세계로 초대한다! 수상작가 그렉 박의 SF 판타지『플래닛 헐크』. 세상을 파괴하는 자에서 세상을 구원하는 자가 된 헐크의 활약을 그리고 있다. 감마 방사선에 노출...
1번 책장,만화,캡틴 아메리카: 윈터 솔저,에드 브루베이커,시공사,"『캡틴 아메리카: 윈터 솔저』는 아이즈너상을 여섯 차례나 수상한 작가 에드 부루베이커의 작품으로, 모든 페이지가 스릴 넘치는 이야기로 가득하다. 이 책은 기존에 출간됐던 《시빌 워..."
1번 책장,만화,엑스맨: 뮤턴트 제네시스,크리스 클레어몬트,시공사,"엑스맨하면 떠오르는 최고의 악당 매그니토. 영화 속 매그니토는 제2차 세계대전 당시 나치 수용소의 피해자이며, 그 트라우마 때문에 인류를 적대시하면서 엑스맨과 대립하는 폭력적인 성향..."
1번 책장,만화,할리 퀸 Vol. 1: 도시의 불꽃 유망주,"아만다 코너,지미 팔미오티 공글/채드 하딘,스테판 루,알렉스 싱클레어,폴",시공사,할리 퀸에 걸린 막대한 현상금을 노리는 현상금 사냥꾼들! 아만다 코너 그래픽노블 『할리 퀸 Vol. 1: 도시의 불꽃 유망주』. 코니 아일랜드의 롤러 코스터는 사이클론 하나만 있는 게...
1번 책장,만화,스파이 VS 스파이: 블랙(& 화이트) 작전,안토니오 프로히아스,시공사,"국내에 처음 소개되는 작품집 《스파이 VS 스파이: 블랙(& 화이트) 작전》은 프로히아스 특유의 해학이 담긴 24개의 단편을 모았으며, 근대 만화 역사에서 중대하게 기록되는 《스파이 VS..."
1번 책장,만화,Wolverine(울버린),크리스 클레어몬트,시공사,"로맨스와 액션을 넘다드는 새로운 울버린을 만나다! 『Wolverine(울버린)』은 엑스맨 가운데 가장 인기 있는 캐릭터 ‘울버린’을 주인공을 세운 작품이다. 《울버린》 #1-4, 《언캐니..."
1번 책장,만화,엑스맨 : 세컨드 커밍,크레이그 카일 등,시공사,크레이그 카일의 그래픽노블 『엑스맨 : 세컨드 커밍』. 2013년 10월에 출간된 《엑스포스/케이블: 메시아 워》에 이어지는 내용으로 최근 마블에서 진행한 엑스맨 이벤트 중에서 가장 성공...
1번 책장,만화,어메이징 스파이더맨 Vol. 1: 파커의 운수,댄 슬롯,시공사,죽었다 살아난' 가장 현재의 스파이더맨! 『어메이징 스파이더맨』제1권《파커의 운수》. 이 작품은 ‘올 뉴 마블 나우!’ 시대의 새로운 스파이더맨 이야기이며 이전의 피터 파커에 대해...
1번 책장,만화,원더 우먼 Vol. 1: 피,브라이언 아자렐로,시공사,"《원더 우먼》은 DC 코믹스의 뉴 52! 리런치 후 가장 각광받은 작품으로 손꼽힌다. 아자렐로는 DC 유니버스에 그리스 신화를 접목시켰을 뿐만 아니라, 오랜 세월 고정되어 있던 원더 우먼의..."
1번 책장,만화,Wolverine Weapon X(울버린 웨폰 X),,시공사,"본성이 까발려진 대량 학살무기 울버린, 괴물인가 기계인가! 『Wolverine Weapon X(울버린 웨폰 X)』는 엑스맨 가운데 가장 인기 있는 캐릭터 ‘울버린’을 주인공을 세운 작품이다. 《마블..."
1번 책장,만화,SECRET WAR(시크릿 워),브라이언 마이클 벤디스,시공사,"슈퍼 히어로들의 비밀스러운 전쟁을 그린 그래픽 노블『시크릿 워』. 총 5개의 이슈가 모인 이 작품에는 닉 퓨리, 데어데블, 캡틴 아메리카, 스파이더맨, 블랙 위도우, 루크 케이지..."
1번 책장,만화,아이언 맨: 엑시큐트 프로그램,대니얼 & 찰스 노프,시공사,국방장관직을 사임하고 어벤저스를 해체한 후 익스트리미스 바이러스를 주입해 더욱 강력한 힘을 얻게 된 토니. 그는 슈퍼빌런들의 대탈주 사건을 계기로 새로운 캡틴 아메리카와 함께...
1번 책장,만화,할리 퀸 Vol. 2: 나가 버린 파워,"아만다 코너,지미 팔미오티 공글/채드 하딘,존 팀스,알렉스 싱클레어 공그",시공사,바른 사람이 된 듯 연극을 펼치는 할리! 그녀의 연극은 얼마나 오래갈까? 아만다 코너 그래픽노블 『할리 퀸 Vol. 2: 나가 버린 파워』. 진짜 슈퍼 히어로인 파워 걸이 할리 퀸의 새로운...
1번 책장,웹툰/카툰에세이,연애혁명. 10,232,영컴,"이경우의 질풍노도 중학교 시절, 그 마지막 이야기! 경우는 아버지가 휘두른 소주병에 맞아 눈가를 크게 다친다. 그러나 학교에서는 경우가 배기태에게 심하게 맞아서 입원했다며, 사실과는 다른 소문이 난다. 그 소문을 듣고 조승민, 임형진, 장형배 등은 자신들이 경우를 배신했던 일 때문인 줄 알고 쭈뼛쭈뼛 병문안을 온다. 그러나 제대로 화가 난 경우와 크게 다투고, 조승민은 오히려 경우를 비난한다. 결국, 이날을 마지막으로 경우와 조승민 패거리는 절연"
1번 책장,만화,슈퍼맨 배트맨: 공공의 적,제프 로브,시공사,"슈퍼맨/배트맨 01- 공공의 적지구가 종말의 위기에 처한다. 지구를 향해 돌진하고 있는 거대한 크립톤 행성의 파편. 대통령 렉스 루터는 위협의 원인으로 슈퍼맨을 지목하고, 정부 소속 슈퍼..."
1번 책장,만화,아이언 맨: 익스트리미스,워런 엘리스,시공사,아이언 맨의 새로운 시대가 열린다!드높은 명성의 작가 워런 엘리스와 극찬 받는 일러스트레이터 아디 그라노프가 힘을 합쳐 갑옷 입은 어벤저의 세계를 21세기에 걸맞도록 새롭게 정의...
1번 책장,만화,이리디머블 앤트맨 Vol. 2,로버트 커크먼,시공사,"신개념 앤트맨 에릭 오그래디의 기행, 그 마지막 이야기 『이리디머블 앤트 맨(The Irredeemable Ant-Man) 』제2권. 슈퍼 히어로는 어떤 인물이어야 하는가. 특수한 능력을 지닌 것은 슈퍼..."
1번 책장,웹툰/카툰에세이,놓지마 정신줄(시즌2). 18(완전판),신태훈,웹툰북스,이번에 출간된 《놓지마 정신줄》18권은 네이버 웹툰 〈놓지마 정신줄〉 시즌2 제734화에서 제770화까지 연재분을 모아 펴냈다. 웹툰에서는 컷툰으로 읽지만 단행본은 좀 더 만화 형식에 가까운 프레임으로 빠른 스토리 전개와 생동감 있는 캐릭터 표현으로 읽는 재미를 더해 주고 있다. 〈놓지마 정신줄〉의 주요 캐릭터를 활용하여 초판 한정판(1쇄)으로 〈놓지마 주사위 놀이판〉을 증정한다. 〈놓지마 주사위 놀이판〉은 친구나 가족과 함께 놀이 말과 주사위
1번 책장,만화,수어사이드 스쿼드 Vol. 2: 바실리스크 라이징,아담 글래스,시공사,자살 특공대의 배신자는 누구인가? 『수어사이드 스쿼드 Vol. 2: 바실리스크 라이징』은 동명의 영화 〈수어사이드 스쿼드〉의 개봉이 발표되며 급격히 관심을 모으고 있는 DC 코믹스의...
1번 책장,만화,아이언 맨: 헌티드,대니얼 & 찰스 노프,시공사,카니발의 크리에디터와 《미즈 마블》의 로베르토 델 라 토레의 액션 서스펜스가 펼쳐진다! 대니얼 & 찰스 노프의 그래픽노벨 『아이언 맨: 헌티드』. 구형 아머들을 꺼내 입고 만다린과의...
1번 책장,만화,어메이징 스파이더맨 Vol. 3: 스파이더버스,댄 슬롯,시공사,스파이더버스’ 이벤트의 결말은? 『어메이징 스파이더맨』제3권《스파이더버스》. 이 작품은 ‘올 뉴 마블 나우!’ 시대의 새로운 스파이더맨 이야기이며 이전의 피터 파커에 대해 잘...
1번 책장,웹툰/카툰에세이,뽀짜툰. 7,채유리,북폴리오,"<뽀짜툰>의 뽀,짜를 맡았던 카리스마 넘치던 개그묘 ‘뽀또’와 예쁜 허당 ‘짜구’ 이제 그 둘은 품에 없지만 어느새 의젓해진 평화주의자 쪼꼬와 밤마다 운동삼매경인 몸짱 포비 그리고 여전히 아깽이 같은 미운 네 살 봉구가 있다. 개성 넘치는 3마리 고양이와 일러스트레이터 채유리의 소소한 일상을 그린 다음 만화속세상 최장수 만화 <뽀짜툰>. 수많은 애묘인들에게 오랜 기간 동안 사랑을 받아온 뽀짜툰의 단행본 7권이 출간됐다. 7"
1번 책장,만화,세미콜론 그래픽 노블,스콧 스나이더,세미콜론,
1번 책장,만화,시빌 워 (시공 그래픽노블),마크 밀러,X시공사,당신은 어느 편인가? 그래픽노블『시빌 워』는 2006년 7월부터 2007년 1월까지 총 7부작으로 연재되었던 미니 시리즈이다. 마블의 2006년 후반기 메인 이벤트로 기획된『시빌 워』스토리...
1번 책장,만화,헐크: 월드 워 헐크,Greg Pak,시공사,헐크의 분노의 서사시를 듣다! 세계적으로 사랑받는 슈퍼 영웅 '헐크'에 대한 최고의 이야기를 담아낸 『헐크 - 워드 워 헐크』. 에서 이어지는 마블 만화다. 감마 방사선에 노출되어 포악...
1번 책장,만화,마블의 아버지 스탠 리 회고록,스탠 리,영진닷컴,그래픽 노블로 표현한 마블의 창조주 ‘스탠 리’ 일대기스탠 리(Stan Lee)는 미국 코믹스의 역사에서 가장 전설적인 이름이다. 진보적이고 창조적인 리더십으로 마블 코믹스를 발전시켰고...
1번 책장,만화,하우스 오브 엠,브라이언 마이클 벤디스,시공사,『하우스 오브 엠』은 2005년 6월부터 2005년 11월까지 5개월에 걸쳐 총 8권이 발행되었던 리미티드 미니시리즈로서 2001년 시리즈를 필두로 근 10년간 히트작들을 양성해 온 브라이언...
1번 책장,만화,앤트맨 Vol. 1: 두 번 사는 남자,닉 스펜서,시공사,영화 “앤트맨”의 주인공이기도 한 스콧 랭의 이야기를 담은 《앤트맨》은 가족과 부성애라는 가치를 앞세운 보기 드문 히어로즈 그래픽 노블이다. 3대 앤트맨 에릭 오그레디를 다룬 《이리...
